ruta_imagen1,ruta_imagen2,ruta_imagen3,theta_i,tstamp
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_591.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_591.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_591.png,"[4.71238898038469, -1.4660765716752369, -2.0, -0.7388407476452423, -2.485279132267478, 0.5157363754365241]",20:24:42
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_592.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_592.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_592.png,"[4.71238898038469, -1.4660765716752369, -2.0943951023931953, -0.39417199560717764, -2.3437332672704683, 1.1929496781732507]",20:24:44
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_593.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_593.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_593.png,"[4.71238898038469, -1.4660765716752369, -1.832595714594046, -0.26096385031518166, -1.987045525616463, 1.5707231524254335]",20:24:46
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_594.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_594.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_594.png,"[4.71238898038469, -1.4660765716752369, -1.5707963267948966, 0.2360585197853622, -1.9928776108565227, 2.5760759196989698]",20:24:48
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_595.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_595.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_595.png,"[4.71238898038469, -1.4660765716752369, -1.308996938995747, 0.7916295093034944, -2.08439317888313, 1.2559624033793915]",20:24:50
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_596.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_596.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_596.png,"[4.71238898038469, -1.4660765716752369, 2.0, -3.128901560379638, -1.797433279579013, 2.2409534491732352]",20:24:52
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_597.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_597.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_597.png,"[4.71238898038469, -1.4660765716752369, 2.0943951023931953, -2.301849494889726, -2.2845523659639992, 1.217038892029217]",20:24:54
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_598.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_598.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_598.png,"[4.71238898038469, -1.4660765716752369, 1.832595714594046, -1.328045997065865, -2.2218283393315326, 1.446294915231134]",20:24:56
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_599.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_599.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_599.png,"[4.71238898038469, -1.4660765716752369, 1.5707963267948966, -0.34240645717611784, -2.2588610997332594, 1.9422189533269667]",20:24:58
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_600.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_600.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_600.png,"[4.71238898038469, -1.4660765716752369, 1.308996938995747, -0.31308750016143705, -2.1050609642624765, 1.4996750645360843]",20:25:00
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_601.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_601.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_601.png,"[4.71238898038469, -1.2566370614359172, -2.0, -0.36255639053080335, -2.587653949421475, 0.9296300325399721]",20:25:02
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_602.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_602.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_602.png,"[4.71238898038469, -1.2566370614359172, -2.0943951023931953, -1.7790582822071581, -2.3598680399912473, 3.0194124792854264]",20:25:04
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_603.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_603.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_603.png,"[4.71238898038469, -1.2566370614359172, -1.832595714594046, -0.9160993506844579, -2.3549607795888217, 1.5337656352855653]",20:25:06
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_604.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_604.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_604.png,"[4.71238898038469, -1.2566370614359172, -1.5707963267948966, -1.2170613275092577, -2.191033682092985, 2.407277328995983]",20:25:08
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_605.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_605.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_605.png,"[4.71238898038469, -1.2566370614359172, -1.308996938995747, 0.23093915003448906, -1.7889007234211796, 2.584304051955959]",20:25:10
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_606.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_606.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_606.png,"[4.71238898038469, -1.2566370614359172, 2.0, 0.41342766367446204, -2.4634730386496897, 0.9214210794566063]",20:25:12
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_607.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_607.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_607.png,"[4.71238898038469, -1.2566370614359172, 2.0943951023931953, -2.9908648511965743, -2.3187913372021156, 0.4411810782476947]",20:25:14
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_608.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_608.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_608.png,"[4.71238898038469, -1.2566370614359172, 1.832595714594046, -2.899747073821578, -1.9919272080642385, 2.074743324480887]",20:25:16
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_609.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_609.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_609.png,"[4.71238898038469, -1.2566370614359172, 1.5707963267948966, -2.325679193102755, -2.426911772069297, 3.0624959479459037]",20:25:18
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_610.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_610.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_610.png,"[4.71238898038469, -1.2566370614359172, 1.308996938995747, 0.47290786434421017, -1.8717815723001172, 2.1835489303008253]",20:25:20
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_611.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_611.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_611.png,"[4.71238898038469, -1.0471975511965979, -2.0, -2.114936517259951, -2.3010991701252577, 1.0206147037119497]",20:25:22
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_612.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_612.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_612.png,"[4.71238898038469, -1.0471975511965979, -2.0943951023931953, -1.8618937678967473, -2.4410520721683575, 0.726646782850467]",20:25:24
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_613.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_613.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_613.png,"[4.71238898038469, -1.0471975511965979, -1.832595714594046, 0.8217983312214323, -2.1572582980632378, 2.4449319310727846]",20:25:26
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_614.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_614.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_614.png,"[4.71238898038469, -1.0471975511965979, -1.5707963267948966, -1.4783787732658689, -1.939479838437747, 1.0248570901838774]",20:25:28
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_615.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_615.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_615.png,"[4.71238898038469, -1.0471975511965979, -1.308996938995747, -2.8160059206690033, -1.8333931268799877, 2.2795421401471905]",20:25:30
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_616.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_616.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_616.png,"[4.71238898038469, -1.0471975511965979, 2.0, -2.32882470161635, -2.3461918736198255, 1.714289365687169]",20:25:32
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_617.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_617.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_617.png,"[4.71238898038469, -1.0471975511965979, 2.0943951023931953, -0.16626093460216884, -1.8188406207216932, 2.375398169897035]",20:25:34
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_618.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_618.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_618.png,"[4.71238898038469, -1.0471975511965979, 1.832595714594046, -1.3080646711681214, -1.7471872780422395, 0.8916237345817383]",20:25:36
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_619.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_619.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_619.png,"[4.71238898038469, -1.0471975511965979, 1.5707963267948966, -0.026700944133723148, -1.7498456492618013, 2.9073568354586676]",20:25:38
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_620.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_620.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_620.png,"[4.71238898038469, -1.0471975511965979, 1.308996938995747, -3.399697890799424, -2.46272382899721, 0.1340776592187746]",20:25:40
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_621.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_621.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_621.png,"[4.71238898038469, -0.8377580409572782, -2.0, -1.9426985290834275, -1.9645742345039847, 2.1937502143017986]",20:25:42
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_622.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_622.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_622.png,"[4.71238898038469, -0.8377580409572782, -2.0943951023931953, -2.112002676201149, -2.546136916692485, 0.47548216709662156]",20:25:44
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_623.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_623.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_623.png,"[4.71238898038469, -0.8377580409572782, -1.832595714594046, -0.6819263805299705, -2.136440652977874, 1.1059241593815239]",20:25:46
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_624.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_624.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_624.png,"[4.71238898038469, -0.8377580409572782, -1.5707963267948966, -2.460699526233425, -2.445212468296833, 1.1788779088936323]",20:25:48
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_625.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_625.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_625.png,"[4.71238898038469, -0.8377580409572782, -1.308996938995747, -0.39563450815646695, -2.316297340187312, 2.1983292185109566]",20:25:50
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_626.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_626.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_626.png,"[4.71238898038469, -0.8377580409572782, 2.0, 0.48361089041108984, -2.3097807699754194, 0.07271771457126726]",20:25:52
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_627.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_627.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_627.png,"[4.71238898038469, -0.8377580409572782, 2.0943951023931953, -2.880058525017586, -2.0265297515878546, 1.7381519675801276]",20:25:54
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_628.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_628.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_628.png,"[4.71238898038469, -0.8377580409572782, 1.832595714594046, -3.0243352703319974, -2.4555392341883944, 2.518239962479338]",20:25:56
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_629.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_629.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_629.png,"[4.71238898038469, -0.8377580409572782, 1.5707963267948966, -0.41199320445967835, -2.472735338613832, 1.999168731200968]",20:25:58
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_630.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_630.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_630.png,"[4.71238898038469, -0.8377580409572782, 1.308996938995747, -3.021297789529957, -2.439766430271818, 0.150073176060603]",20:26:00
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_631.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_631.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_631.png,"[5.497787143782138, -2.5132741228718345, -2.0, -0.641912673754284, -1.7543082681747506, 2.027182428836497]",20:26:02
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_632.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_632.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_632.png,"[5.497787143782138, -2.5132741228718345, -2.0943951023931953, -0.23673957445638294, -1.8235552815134268, 0.31192566264489713]",20:26:04
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_633.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_633.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_633.png,"[5.497787143782138, -2.5132741228718345, -1.832595714594046, 0.7044306427527709, -2.15436363991708, 1.2606039007190697]",20:26:06
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_634.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_634.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_634.png,"[5.497787143782138, -2.5132741228718345, -1.5707963267948966, -0.13668037855495863, -2.4549892540889706, 0.5014095980490291]",20:26:08
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_635.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_635.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_635.png,"[5.497787143782138, -2.5132741228718345, -1.308996938995747, -1.9211894286854097, -2.346204407435544, 1.9938696948465664]",20:26:10
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_636.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_636.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_636.png,"[5.497787143782138, -2.5132741228718345, 2.0, 0.530051523483031, -2.5304624635107564, 2.9265499840169493]",20:26:12
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_637.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_637.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_637.png,"[5.497787143782138, -2.5132741228718345, 2.0943951023931953, -2.6017988234875222, -1.7707969104863373, 0.8505005239170692]",20:26:14
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_638.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_638.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_638.png,"[5.497787143782138, -2.5132741228718345, 1.832595714594046, -3.01607751429805, -2.04600243381256, 1.698711029920748]",20:26:16
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_639.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_639.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_639.png,"[5.497787143782138, -2.5132741228718345, 1.5707963267948966, -2.480173351171002, -2.13025760889666, 2.2789355137880833]",20:26:18
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_640.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_640.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_640.png,"[5.497787143782138, -2.5132741228718345, 1.308996938995747, -2.2634542397558812, -2.5696585519194013, 1.7943132575232354]",20:26:20
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_641.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_641.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_641.png,"[5.497787143782138, -2.303834612632515, -2.0, 0.22730523089901755, -2.566638285430303, 2.6631917858631637]",20:26:22
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_642.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_642.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_642.png,"[5.497787143782138, -2.303834612632515, -2.0943951023931953, -2.424301892429042, -2.449495278514381, 2.7087757325514445]",20:26:24
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_643.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_643.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_643.png,"[5.497787143782138, -2.303834612632515, -1.832595714594046, 0.5232484639018042, -2.433677065158792, 2.982774153721572]",20:26:26
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_644.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_644.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_644.png,"[5.497787143782138, -2.303834612632515, -1.5707963267948966, -2.8603992860568352, -1.9944025263992877, 2.751456095740552]",20:26:28
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_645.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_645.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_645.png,"[5.497787143782138, -2.303834612632515, -1.308996938995747, 0.3699443996002425, -2.5337384976077573, 0.8570562208563154]",20:26:30
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_646.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_646.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_646.png,"[5.497787143782138, -2.303834612632515, 2.0, -2.9599608791104033, -1.9815902839504325, 1.1251940580898645]",20:26:32
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_647.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_647.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_647.png,"[5.497787143782138, -2.303834612632515, 2.0943951023931953, -3.415428701637614, -2.500744237009533, 2.7435080984450813]",20:26:34
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_648.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_648.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_648.png,"[5.497787143782138, -2.303834612632515, 1.832595714594046, -1.9045497447274056, -1.7853335318394927, 0.05920857254090094]",20:26:36
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_649.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_649.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_649.png,"[5.497787143782138, -2.303834612632515, 1.5707963267948966, -0.8530295573165358, -2.133135204550628, 0.8753275904085402]",20:26:38
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_650.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_650.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_650.png,"[5.497787143782138, -2.303834612632515, 1.308996938995747, -1.4552708569612092, -1.8779561517771293, 0.1162661222267096]",20:26:40
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_651.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_651.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_651.png,"[5.497787143782138, -2.0943951023931957, -2.0, -1.54052383233673, -2.328669479502496, 1.1592900813688563]",20:26:42
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_652.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_652.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_652.png,"[5.497787143782138, -2.0943951023931957, -2.0943951023931953, -1.5138801623441165, -2.365756405919111, 0.3670666759047389]",20:26:44
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_653.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_653.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_653.png,"[5.497787143782138, -2.0943951023931957, -1.832595714594046, -0.195742668235392, -2.5839001375313173, 1.422055055737733]",20:26:46
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_654.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_654.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_654.png,"[5.497787143782138, -2.0943951023931957, -1.5707963267948966, -2.198745865547716, -1.801542711566917, 0.7584598285327353]",20:26:48
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_655.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_655.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_655.png,"[5.497787143782138, -2.0943951023931957, -1.308996938995747, -1.4149277453049738, -2.340375472806802, 1.0599796038468905]",20:26:50
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_656.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_656.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_656.png,"[5.497787143782138, -2.0943951023931957, 2.0, -2.8619934620209486, -2.5557659436686135, 1.760618567511034]",20:26:52
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_657.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_657.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_657.png,"[5.497787143782138, -2.0943951023931957, 2.0943951023931953, -0.7126061488742352, -2.0170190844127607, 0.23335932370630097]",20:26:54
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_658.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_658.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_658.png,"[5.497787143782138, -2.0943951023931957, 1.832595714594046, -3.09457383483509, -1.855194760949501, 1.3782726447858074]",20:26:56
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_659.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_659.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_659.png,"[5.497787143782138, -2.0943951023931957, 1.5707963267948966, -2.0592815697494316, -2.013597024493372, 3.1277912462440796]",20:26:58
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_660.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_660.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_660.png,"[5.497787143782138, -2.0943951023931957, 1.308996938995747, -1.69851636185924, -2.522944278074739, 1.3422473902372338]",20:27:00
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_661.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_661.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_661.png,"[5.497787143782138, -1.884955592153876, -2.0, 0.5344188044998899, -1.7840034803484737, 0.15595451577242314]",20:27:02
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_662.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_662.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_662.png,"[5.497787143782138, -1.884955592153876, -2.0943951023931953, -3.223030096387474, -2.3485065750345937, 1.0434834799435269]",20:27:04
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_663.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_663.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_663.png,"[5.497787143782138, -1.884955592153876, -1.832595714594046, -3.4317481210261223, -1.8250519134622343, 0.4588682216400764]",20:27:06
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_664.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_664.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_664.png,"[5.497787143782138, -1.884955592153876, -1.5707963267948966, -1.5849559819021848, -2.542483228665082, 2.48022077142828]",20:27:08
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_665.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_665.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_665.png,"[5.497787143782138, -1.884955592153876, -1.308996938995747, 0.005056242394572585, -2.534469147621267, 0.22476553168475022]",20:27:10
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_666.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_666.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_666.png,"[5.497787143782138, -1.884955592153876, 2.0, -1.7715312234922158, -2.080256328363582, 0.0799030373384662]",20:27:12
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_667.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_667.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_667.png,"[5.497787143782138, -1.884955592153876, 2.0943951023931953, -2.1484974797566476, -1.8619720172217102, 1.594159012946266]",20:27:14
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_668.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_668.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_668.png,"[5.497787143782138, -1.884955592153876, 1.832595714594046, -2.4619487248981926, -2.48312592009046, 0.5979483425820458]",20:27:16
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_669.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_669.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_669.png,"[5.497787143782138, -1.884955592153876, 1.5707963267948966, -3.1032513112050943, -1.9652758694759678, 2.051734721457238]",20:27:18
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_670.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_670.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_670.png,"[5.497787143782138, -1.884955592153876, 1.308996938995747, -0.6188893553729122, -2.064907962881631, 0.5407715145446725]",20:27:20
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_671.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_671.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_671.png,"[5.497787143782138, -1.6755160819145565, -2.0, 0.1576208258173426, -2.541648324322259, 1.1173328387105914]",20:27:22
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_672.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_672.png,/home/ko/ur_ws/src/vision/Datos/capturas/raw3/img_672.png,"[5.497787143782138, -1.6755160819145565, -2.0943951023931953, -1.9239038122685799, -1.8620522136473852, 2.7136325778459]",20:27:24
