ruta_imagen1,ruta_imagen2,ruta_imagen3,theta_i
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[3.9269908169872414, -1.4660765716752369, 1.832595714594046, 127.94476477842798, 50.67424246422578, 3.77947174135036].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[3.9269908169872414, -1.4660765716752369, 1.832595714594046, 127.94476477842798, 50.67424246422578, 3.77947174135036].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[3.9269908169872414, -1.4660765716752369, 1.832595714594046, 127.94476477842798, 50.67424246422578, 3.77947174135036].png","[3.9269908169872414, -1.4660765716752369, 1.832595714594046, 127.94476477842798, 50.67424246422578, 3.77947174135036]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[3.9269908169872414, -1.4660765716752369, 1.5707963267948966, 139.48034459207884, 6.754014399751873, 172.1393991102274].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[3.9269908169872414, -1.4660765716752369, 1.5707963267948966, 139.48034459207884, 6.754014399751873, 172.1393991102274].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[3.9269908169872414, -1.4660765716752369, 1.5707963267948966, 139.48034459207884, 6.754014399751873, 172.1393991102274].png","[3.9269908169872414, -1.4660765716752369, 1.5707963267948966, 139.48034459207884, 6.754014399751873, 172.1393991102274]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[3.9269908169872414, -1.4660765716752369, 1.308996938995747, 39.64820754968355, 87.35650031122174, 14.21209794030149].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[3.9269908169872414, -1.4660765716752369, 1.308996938995747, 39.64820754968355, 87.35650031122174, 14.21209794030149].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[3.9269908169872414, -1.4660765716752369, 1.308996938995747, 39.64820754968355, 87.35650031122174, 14.21209794030149].png","[3.9269908169872414, -1.4660765716752369, 1.308996938995747, 39.64820754968355, 87.35650031122174, 14.21209794030149]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[3.9269908169872414, -1.2566370614359172, -2.0, 5.92575636611077, 2.5364308716286033, 56.93038102226168].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[3.9269908169872414, -1.2566370614359172, -2.0, 5.92575636611077, 2.5364308716286033, 56.93038102226168].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[3.9269908169872414, -1.2566370614359172, -2.0, 5.92575636611077, 2.5364308716286033, 56.93038102226168].png","[3.9269908169872414, -1.2566370614359172, -2.0, 5.92575636611077, 2.5364308716286033, 56.93038102226168]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[3.9269908169872414, -1.2566370614359172, -2.0943951023931953, 143.67521483226892, 171.53799878244737, 18.377234107350873].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[3.9269908169872414, -1.2566370614359172, -2.0943951023931953, 143.67521483226892, 171.53799878244737, 18.377234107350873].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[3.9269908169872414, -1.2566370614359172, -2.0943951023931953, 143.67521483226892, 171.53799878244737, 18.377234107350873].png","[3.9269908169872414, -1.2566370614359172, -2.0943951023931953, 143.67521483226892, 171.53799878244737, 18.377234107350873]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[3.9269908169872414, -1.2566370614359172, -1.832595714594046, 77.46501187069427, 11.469743997427981, 133.2365011451163].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[3.9269908169872414, -1.2566370614359172, -1.832595714594046, 77.46501187069427, 11.469743997427981, 133.2365011451163].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[3.9269908169872414, -1.2566370614359172, -1.832595714594046, 77.46501187069427, 11.469743997427981, 133.2365011451163].png","[3.9269908169872414, -1.2566370614359172, -1.832595714594046, 77.46501187069427, 11.469743997427981, 133.2365011451163]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[3.9269908169872414, -1.2566370614359172, -1.5707963267948966, 83.56117552485424, 154.37001938644286, 142.8312561623099].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[3.9269908169872414, -1.2566370614359172, -1.5707963267948966, 83.56117552485424, 154.37001938644286, 142.8312561623099].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[3.9269908169872414, -1.2566370614359172, -1.5707963267948966, 83.56117552485424, 154.37001938644286, 142.8312561623099].png","[3.9269908169872414, -1.2566370614359172, -1.5707963267948966, 83.56117552485424, 154.37001938644286, 142.8312561623099]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[3.9269908169872414, -1.2566370614359172, -1.308996938995747, 0.5365378945453192, 88.82900126493911, 62.47526825072479].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[3.9269908169872414, -1.2566370614359172, -1.308996938995747, 0.5365378945453192, 88.82900126493911, 62.47526825072479].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[3.9269908169872414, -1.2566370614359172, -1.308996938995747, 0.5365378945453192, 88.82900126493911, 62.47526825072479].png","[3.9269908169872414, -1.2566370614359172, -1.308996938995747, 0.5365378945453192, 88.82900126493911, 62.47526825072479]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[3.9269908169872414, -1.2566370614359172, 2.0, 96.53186046202622, 179.6224210285636, 40.77810585257488].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[3.9269908169872414, -1.2566370614359172, 2.0, 96.53186046202622, 179.6224210285636, 40.77810585257488].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[3.9269908169872414, -1.2566370614359172, 2.0, 96.53186046202622, 179.6224210285636, 40.77810585257488].png","[3.9269908169872414, -1.2566370614359172, 2.0, 96.53186046202622, 179.6224210285636, 40.77810585257488]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[3.9269908169872414, -1.2566370614359172, 2.0943951023931953, 144.99471730778953, 61.72605340776014, 115.2625900454105].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[3.9269908169872414, -1.2566370614359172, 2.0943951023931953, 144.99471730778953, 61.72605340776014, 115.2625900454105].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[3.9269908169872414, -1.2566370614359172, 2.0943951023931953, 144.99471730778953, 61.72605340776014, 115.2625900454105].png","[3.9269908169872414, -1.2566370614359172, 2.0943951023931953, 144.99471730778953, 61.72605340776014, 115.2625900454105]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[3.9269908169872414, -1.2566370614359172, 1.832595714594046, 113.75173287139883, 64.09004324769761, 92.6418477016704].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[3.9269908169872414, -1.2566370614359172, 1.832595714594046, 113.75173287139883, 64.09004324769761, 92.6418477016704].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[3.9269908169872414, -1.2566370614359172, 1.832595714594046, 113.75173287139883, 64.09004324769761, 92.6418477016704].png","[3.9269908169872414, -1.2566370614359172, 1.832595714594046, 113.75173287139883, 64.09004324769761, 92.6418477016704]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[3.9269908169872414, -1.2566370614359172, 1.5707963267948966, 144.52804577675238, 96.2365747912772, 59.627174015652606].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[3.9269908169872414, -1.2566370614359172, 1.5707963267948966, 144.52804577675238, 96.2365747912772, 59.627174015652606].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[3.9269908169872414, -1.2566370614359172, 1.5707963267948966, 144.52804577675238, 96.2365747912772, 59.627174015652606].png","[3.9269908169872414, -1.2566370614359172, 1.5707963267948966, 144.52804577675238, 96.2365747912772, 59.627174015652606]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[3.9269908169872414, -1.2566370614359172, 1.308996938995747, 105.92581315093717, 172.0900200753349, 90.6542419182818].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[3.9269908169872414, -1.2566370614359172, 1.308996938995747, 105.92581315093717, 172.0900200753349, 90.6542419182818].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[3.9269908169872414, -1.2566370614359172, 1.308996938995747, 105.92581315093717, 172.0900200753349, 90.6542419182818].png","[3.9269908169872414, -1.2566370614359172, 1.308996938995747, 105.92581315093717, 172.0900200753349, 90.6542419182818]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[3.9269908169872414, -1.0471975511965979, -2.0, 98.45777709345703, 138.1351459290646, 164.5811533159471].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[3.9269908169872414, -1.0471975511965979, -2.0, 98.45777709345703, 138.1351459290646, 164.5811533159471].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[3.9269908169872414, -1.0471975511965979, -2.0, 98.45777709345703, 138.1351459290646, 164.5811533159471].png","[3.9269908169872414, -1.0471975511965979, -2.0, 98.45777709345703, 138.1351459290646, 164.5811533159471]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[3.9269908169872414, -1.0471975511965979, -2.0943951023931953, 15.415354621708106, 18.16319110592381, 165.3216180351447].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[3.9269908169872414, -1.0471975511965979, -2.0943951023931953, 15.415354621708106, 18.16319110592381, 165.3216180351447].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[3.9269908169872414, -1.0471975511965979, -2.0943951023931953, 15.415354621708106, 18.16319110592381, 165.3216180351447].png","[3.9269908169872414, -1.0471975511965979, -2.0943951023931953, 15.415354621708106, 18.16319110592381, 165.3216180351447]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[3.9269908169872414, -1.0471975511965979, -1.832595714594046, 7.874927242573008, 7.699598446488443, 96.9201418478664].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[3.9269908169872414, -1.0471975511965979, -1.832595714594046, 7.874927242573008, 7.699598446488443, 96.9201418478664].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[3.9269908169872414, -1.0471975511965979, -1.832595714594046, 7.874927242573008, 7.699598446488443, 96.9201418478664].png","[3.9269908169872414, -1.0471975511965979, -1.832595714594046, 7.874927242573008, 7.699598446488443, 96.9201418478664]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[3.9269908169872414, -1.0471975511965979, -1.5707963267948966, 61.04833953262583, 95.89239954158674, 140.34674392629324].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[3.9269908169872414, -1.0471975511965979, -1.5707963267948966, 61.04833953262583, 95.89239954158674, 140.34674392629324].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[3.9269908169872414, -1.0471975511965979, -1.5707963267948966, 61.04833953262583, 95.89239954158674, 140.34674392629324].png","[3.9269908169872414, -1.0471975511965979, -1.5707963267948966, 61.04833953262583, 95.89239954158674, 140.34674392629324]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[3.9269908169872414, -1.0471975511965979, -1.308996938995747, 56.77094672055482, 102.97384284212893, 86.64623177512304].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[3.9269908169872414, -1.0471975511965979, -1.308996938995747, 56.77094672055482, 102.97384284212893, 86.64623177512304].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[3.9269908169872414, -1.0471975511965979, -1.308996938995747, 56.77094672055482, 102.97384284212893, 86.64623177512304].png","[3.9269908169872414, -1.0471975511965979, -1.308996938995747, 56.77094672055482, 102.97384284212893, 86.64623177512304]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[3.9269908169872414, -1.0471975511965979, 2.0, 92.1051865523671, 3.1884898117384908, 0.879943609606495].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[3.9269908169872414, -1.0471975511965979, 2.0, 92.1051865523671, 3.1884898117384908, 0.879943609606495].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[3.9269908169872414, -1.0471975511965979, 2.0, 92.1051865523671, 3.1884898117384908, 0.879943609606495].png","[3.9269908169872414, -1.0471975511965979, 2.0, 92.1051865523671, 3.1884898117384908, 0.879943609606495]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[3.9269908169872414, -1.0471975511965979, 2.0943951023931953, 82.6465266520453, 13.745255398948569, 178.62596701168158].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[3.9269908169872414, -1.0471975511965979, 2.0943951023931953, 82.6465266520453, 13.745255398948569, 178.62596701168158].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[3.9269908169872414, -1.0471975511965979, 2.0943951023931953, 82.6465266520453, 13.745255398948569, 178.62596701168158].png","[3.9269908169872414, -1.0471975511965979, 2.0943951023931953, 82.6465266520453, 13.745255398948569, 178.62596701168158]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[3.9269908169872414, -1.0471975511965979, 1.832595714594046, 125.89910418557979, 126.39896974439397, 37.69161208029664].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[3.9269908169872414, -1.0471975511965979, 1.832595714594046, 125.89910418557979, 126.39896974439397, 37.69161208029664].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[3.9269908169872414, -1.0471975511965979, 1.832595714594046, 125.89910418557979, 126.39896974439397, 37.69161208029664].png","[3.9269908169872414, -1.0471975511965979, 1.832595714594046, 125.89910418557979, 126.39896974439397, 37.69161208029664]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[3.9269908169872414, -1.0471975511965979, 1.5707963267948966, 33.02533110329836, 70.63900609442985, 119.53332053206663].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[3.9269908169872414, -1.0471975511965979, 1.5707963267948966, 33.02533110329836, 70.63900609442985, 119.53332053206663].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[3.9269908169872414, -1.0471975511965979, 1.5707963267948966, 33.02533110329836, 70.63900609442985, 119.53332053206663].png","[3.9269908169872414, -1.0471975511965979, 1.5707963267948966, 33.02533110329836, 70.63900609442985, 119.53332053206663]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[3.9269908169872414, -1.0471975511965979, 1.308996938995747, 158.09552444813676, 146.64247421853003, 146.3407107651472].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[3.9269908169872414, -1.0471975511965979, 1.308996938995747, 158.09552444813676, 146.64247421853003, 146.3407107651472].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[3.9269908169872414, -1.0471975511965979, 1.308996938995747, 158.09552444813676, 146.64247421853003, 146.3407107651472].png","[3.9269908169872414, -1.0471975511965979, 1.308996938995747, 158.09552444813676, 146.64247421853003, 146.3407107651472]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[3.9269908169872414, -0.8377580409572782, -2.0, 164.9521613975579, 14.120127011320738, 103.06713085179479].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[3.9269908169872414, -0.8377580409572782, -2.0, 164.9521613975579, 14.120127011320738, 103.06713085179479].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[3.9269908169872414, -0.8377580409572782, -2.0, 164.9521613975579, 14.120127011320738, 103.06713085179479].png","[3.9269908169872414, -0.8377580409572782, -2.0, 164.9521613975579, 14.120127011320738, 103.06713085179479]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[3.9269908169872414, -0.8377580409572782, -2.0943951023931953, 59.4643401426265, 15.676945889877782, 76.74992203255981].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[3.9269908169872414, -0.8377580409572782, -2.0943951023931953, 59.4643401426265, 15.676945889877782, 76.74992203255981].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[3.9269908169872414, -0.8377580409572782, -2.0943951023931953, 59.4643401426265, 15.676945889877782, 76.74992203255981].png","[3.9269908169872414, -0.8377580409572782, -2.0943951023931953, 59.4643401426265, 15.676945889877782, 76.74992203255981]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[3.9269908169872414, -0.8377580409572782, -1.832595714594046, 82.11497484662462, 164.86190515548245, 44.61338637055619].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[3.9269908169872414, -0.8377580409572782, -1.832595714594046, 82.11497484662462, 164.86190515548245, 44.61338637055619].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[3.9269908169872414, -0.8377580409572782, -1.832595714594046, 82.11497484662462, 164.86190515548245, 44.61338637055619].png","[3.9269908169872414, -0.8377580409572782, -1.832595714594046, 82.11497484662462, 164.86190515548245, 44.61338637055619]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[3.9269908169872414, -0.8377580409572782, -1.5707963267948966, 135.8399490224565, 160.28028929032843, 15.094636249354744].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[3.9269908169872414, -0.8377580409572782, -1.5707963267948966, 135.8399490224565, 160.28028929032843, 15.094636249354744].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[3.9269908169872414, -0.8377580409572782, -1.5707963267948966, 135.8399490224565, 160.28028929032843, 15.094636249354744].png","[3.9269908169872414, -0.8377580409572782, -1.5707963267948966, 135.8399490224565, 160.28028929032843, 15.094636249354744]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[3.9269908169872414, -0.8377580409572782, -1.308996938995747, 26.837494282859716, 154.6015920300396, 130.49294695757035].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[3.9269908169872414, -0.8377580409572782, -1.308996938995747, 26.837494282859716, 154.6015920300396, 130.49294695757035].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[3.9269908169872414, -0.8377580409572782, -1.308996938995747, 26.837494282859716, 154.6015920300396, 130.49294695757035].png","[3.9269908169872414, -0.8377580409572782, -1.308996938995747, 26.837494282859716, 154.6015920300396, 130.49294695757035]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[3.9269908169872414, -0.8377580409572782, 2.0, 37.6033673759513, 37.41705432839345, 3.2680334352043316].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[3.9269908169872414, -0.8377580409572782, 2.0, 37.6033673759513, 37.41705432839345, 3.2680334352043316].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[3.9269908169872414, -0.8377580409572782, 2.0, 37.6033673759513, 37.41705432839345, 3.2680334352043316].png","[3.9269908169872414, -0.8377580409572782, 2.0, 37.6033673759513, 37.41705432839345, 3.2680334352043316]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[3.9269908169872414, -0.8377580409572782, 2.0943951023931953, 108.99473580750012, 152.35420242824463, 48.293408907431164].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[3.9269908169872414, -0.8377580409572782, 2.0943951023931953, 108.99473580750012, 152.35420242824463, 48.293408907431164].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[3.9269908169872414, -0.8377580409572782, 2.0943951023931953, 108.99473580750012, 152.35420242824463, 48.293408907431164].png","[3.9269908169872414, -0.8377580409572782, 2.0943951023931953, 108.99473580750012, 152.35420242824463, 48.293408907431164]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[3.9269908169872414, -0.8377580409572782, 1.832595714594046, 79.71795640706628, 94.2558464172326, 132.4714111423044].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[3.9269908169872414, -0.8377580409572782, 1.832595714594046, 79.71795640706628, 94.2558464172326, 132.4714111423044].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[3.9269908169872414, -0.8377580409572782, 1.832595714594046, 79.71795640706628, 94.2558464172326, 132.4714111423044].png","[3.9269908169872414, -0.8377580409572782, 1.832595714594046, 79.71795640706628, 94.2558464172326, 132.4714111423044]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[3.9269908169872414, -0.8377580409572782, 1.5707963267948966, 106.99429337088583, 54.21652385515728, 145.27172792689467].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[3.9269908169872414, -0.8377580409572782, 1.5707963267948966, 106.99429337088583, 54.21652385515728, 145.27172792689467].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[3.9269908169872414, -0.8377580409572782, 1.5707963267948966, 106.99429337088583, 54.21652385515728, 145.27172792689467].png","[3.9269908169872414, -0.8377580409572782, 1.5707963267948966, 106.99429337088583, 54.21652385515728, 145.27172792689467]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[3.9269908169872414, -0.8377580409572782, 1.308996938995747, 133.02399121548478, 41.966757597071144, 146.89884327309886].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[3.9269908169872414, -0.8377580409572782, 1.308996938995747, 133.02399121548478, 41.966757597071144, 146.89884327309886].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[3.9269908169872414, -0.8377580409572782, 1.308996938995747, 133.02399121548478, 41.966757597071144, 146.89884327309886].png","[3.9269908169872414, -0.8377580409572782, 1.308996938995747, 133.02399121548478, 41.966757597071144, 146.89884327309886]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[4.71238898038469, -2.5132741228718345, -2.0, 75.09709978327169, 38.98126017091515, 119.88566022964989].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[4.71238898038469, -2.5132741228718345, -2.0, 75.09709978327169, 38.98126017091515, 119.88566022964989].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[4.71238898038469, -2.5132741228718345, -2.0, 75.09709978327169, 38.98126017091515, 119.88566022964989].png","[4.71238898038469, -2.5132741228718345, -2.0, 75.09709978327169, 38.98126017091515, 119.88566022964989]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[4.71238898038469, -2.5132741228718345, -2.0943951023931953, 108.17996727522778, 12.034274815742203, 45.98526160953281].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[4.71238898038469, -2.5132741228718345, -2.0943951023931953, 108.17996727522778, 12.034274815742203, 45.98526160953281].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[4.71238898038469, -2.5132741228718345, -2.0943951023931953, 108.17996727522778, 12.034274815742203, 45.98526160953281].png","[4.71238898038469, -2.5132741228718345, -2.0943951023931953, 108.17996727522778, 12.034274815742203, 45.98526160953281]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[4.71238898038469, -2.5132741228718345, -1.832595714594046, 69.69967422349937, 170.81891297767234, 108.56627634550397].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[4.71238898038469, -2.5132741228718345, -1.832595714594046, 69.69967422349937, 170.81891297767234, 108.56627634550397].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[4.71238898038469, -2.5132741228718345, -1.832595714594046, 69.69967422349937, 170.81891297767234, 108.56627634550397].png","[4.71238898038469, -2.5132741228718345, -1.832595714594046, 69.69967422349937, 170.81891297767234, 108.56627634550397]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[4.71238898038469, -2.5132741228718345, -1.5707963267948966, 84.92395332847006, 13.041315465491971, 32.60137051969607].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[4.71238898038469, -2.5132741228718345, -1.5707963267948966, 84.92395332847006, 13.041315465491971, 32.60137051969607].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[4.71238898038469, -2.5132741228718345, -1.5707963267948966, 84.92395332847006, 13.041315465491971, 32.60137051969607].png","[4.71238898038469, -2.5132741228718345, -1.5707963267948966, 84.92395332847006, 13.041315465491971, 32.60137051969607]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[4.71238898038469, -2.5132741228718345, -1.308996938995747, 169.21136913060076, 10.111057788553953, 155.53837974578352].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[4.71238898038469, -2.5132741228718345, -1.308996938995747, 169.21136913060076, 10.111057788553953, 155.53837974578352].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[4.71238898038469, -2.5132741228718345, -1.308996938995747, 169.21136913060076, 10.111057788553953, 155.53837974578352].png","[4.71238898038469, -2.5132741228718345, -1.308996938995747, 169.21136913060076, 10.111057788553953, 155.53837974578352]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[4.71238898038469, -2.5132741228718345, 2.0, 62.07382351211422, 62.87226646779802, 178.1947758983772].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[4.71238898038469, -2.5132741228718345, 2.0, 62.07382351211422, 62.87226646779802, 178.1947758983772].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[4.71238898038469, -2.5132741228718345, 2.0, 62.07382351211422, 62.87226646779802, 178.1947758983772].png","[4.71238898038469, -2.5132741228718345, 2.0, 62.07382351211422, 62.87226646779802, 178.1947758983772]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[4.71238898038469, -2.5132741228718345, 2.0943951023931953, 124.82441265395963, 148.70937094654874, 167.62417880516446].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[4.71238898038469, -2.5132741228718345, 2.0943951023931953, 124.82441265395963, 148.70937094654874, 167.62417880516446].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[4.71238898038469, -2.5132741228718345, 2.0943951023931953, 124.82441265395963, 148.70937094654874, 167.62417880516446].png","[4.71238898038469, -2.5132741228718345, 2.0943951023931953, 124.82441265395963, 148.70937094654874, 167.62417880516446]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[4.71238898038469, -2.5132741228718345, 1.832595714594046, 145.0929165962714, 111.9266295742703, 40.27918601113788].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[4.71238898038469, -2.5132741228718345, 1.832595714594046, 145.0929165962714, 111.9266295742703, 40.27918601113788].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[4.71238898038469, -2.5132741228718345, 1.832595714594046, 145.0929165962714, 111.9266295742703, 40.27918601113788].png","[4.71238898038469, -2.5132741228718345, 1.832595714594046, 145.0929165962714, 111.9266295742703, 40.27918601113788]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[4.71238898038469, -2.5132741228718345, 1.5707963267948966, 96.9412887406493, 163.66259273896944, 127.07947637527427].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[4.71238898038469, -2.5132741228718345, 1.5707963267948966, 96.9412887406493, 163.66259273896944, 127.07947637527427].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[4.71238898038469, -2.5132741228718345, 1.5707963267948966, 96.9412887406493, 163.66259273896944, 127.07947637527427].png","[4.71238898038469, -2.5132741228718345, 1.5707963267948966, 96.9412887406493, 163.66259273896944, 127.07947637527427]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[4.71238898038469, -2.5132741228718345, 1.308996938995747, 31.44253323502902, 109.4766585620806, 105.31063619834904].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[4.71238898038469, -2.5132741228718345, 1.308996938995747, 31.44253323502902, 109.4766585620806, 105.31063619834904].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[4.71238898038469, -2.5132741228718345, 1.308996938995747, 31.44253323502902, 109.4766585620806, 105.31063619834904].png","[4.71238898038469, -2.5132741228718345, 1.308996938995747, 31.44253323502902, 109.4766585620806, 105.31063619834904]"
