ruta_imagen1,ruta_imagen2,ruta_imagen3,ruta_imagen1d,ruta_imagen2d,ruta_imagen3d,px,py,pz,qw,qx,qy,qz,t1,t2,t3,t4,t5,t6
"capturas/raw/img_[3.141592653589793, -0.8377580409572782, 2.0, 147.6545486794066, 22.885859698008424, 177.58924213654382].png","capturas/raw1/img_[3.141592653589793, -0.8377580409572782, 2.0, 147.6545486794066, 22.885859698008424, 177.58924213654382].png","capturas/raw2/img_[3.141592653589793, -0.8377580409572782, 2.0, 147.6545486794066, 22.885859698008424, 177.58924213654382].png","capturas/deep/img_[3.141592653589793, -0.8377580409572782, 2.0, 147.6545486794066, 22.885859698008424, 177.58924213654382].png","capturas/deep1/img_[3.141592653589793, -0.8377580409572782, 2.0, 147.6545486794066, 22.885859698008424, 177.58924213654382].png","capturas/deep2/img_[3.141592653589793, -0.8377580409572782, 2.0, 147.6545486794066, 22.885859698008424, 177.58924213654382].png",0.803086446654281,-0.031857256122818,0.211819082319381,0.688859422846636,0.355180826521039,-0.047137497864468,0.630156593492687,3.14159265358979,5.44542726622231,2,3.14128661427699,4.03630377647011,1.66005353551562
"capturas/raw/img_[3.141592653589793, -0.8377580409572782, 2.0943951023931953, 138.24208585836425, 19.850331709334245, 135.81868332599765].png","capturas/raw1/img_[3.141592653589793, -0.8377580409572782, 2.0943951023931953, 138.24208585836425, 19.850331709334245, 135.81868332599765].png","capturas/raw2/img_[3.141592653589793, -0.8377580409572782, 2.0943951023931953, 138.24208585836425, 19.850331709334245, 135.81868332599765].png","capturas/deep/img_[3.141592653589793, -0.8377580409572782, 2.0943951023931953, 138.24208585836425, 19.850331709334245, 135.81868332599765].png","capturas/deep1/img_[3.141592653589793, -0.8377580409572782, 2.0943951023931953, 138.24208585836425, 19.850331709334245, 135.81868332599765].png","capturas/deep2/img_[3.141592653589793, -0.8377580409572782, 2.0943951023931953, 138.24208585836425, 19.850331709334245, 135.81868332599765].png",0.819850139990532,-0.032528060009058,0.216257458959328,0.494528086842041,0.604739231493381,-0.332974785111454,0.528072178491849,3.14159265358979,5.44542726622231,2.0943951023932,0.012009100413593,1.00077578779591,3.87179187522673
"capturas/raw/img_[3.141592653589793, -0.8377580409572782, 1.832595714594046, 87.22536774555051, 36.320222656938455, 177.58792360444852].png","capturas/raw1/img_[3.141592653589793, -0.8377580409572782, 1.832595714594046, 87.22536774555051, 36.320222656938455, 177.58792360444852].png","capturas/raw2/img_[3.141592653589793, -0.8377580409572782, 1.832595714594046, 87.22536774555051, 36.320222656938455, 177.58792360444852].png","capturas/deep/img_[3.141592653589793, -0.8377580409572782, 1.832595714594046, 87.22536774555051, 36.320222656938455, 177.58792360444852].png","capturas/deep1/img_[3.141592653589793, -0.8377580409572782, 1.832595714594046, 87.22536774555051, 36.320222656938455, 177.58792360444852].png","capturas/deep2/img_[3.141592653589793, -0.8377580409572782, 1.832595714594046, 87.22536774555051, 36.320222656938455, 177.58792360444852].png",0.915886850096601,-0.016140997985753,0.147190497585992,0.594359364986324,0.665389264777814,-0.327041892395125,0.311508703233327,3.14159265358979,5.44542726622231,1.83259571459405,5.54395875221635,4.90429612104104,1.65873500342063
"capturas/raw/img_[3.141592653589793, -0.8377580409572782, 1.5707963267948966, 26.694629166324976, 137.7266497464643, 128.0000995593085].png","capturas/raw1/img_[3.141592653589793, -0.8377580409572782, 1.5707963267948966, 26.694629166324976, 137.7266497464643, 128.0000995593085].png","capturas/raw2/img_[3.141592653589793, -0.8377580409572782, 1.5707963267948966, 26.694629166324976, 137.7266497464643, 128.0000995593085].png","capturas/deep/img_[3.141592653589793, -0.8377580409572782, 1.5707963267948966, 26.694629166324976, 137.7266497464643, 128.0000995593085].png","capturas/deep1/img_[3.141592653589793, -0.8377580409572782, 1.5707963267948966, 26.694629166324976, 137.7266497464643, 128.0000995593085].png","capturas/deep2/img_[3.141592653589793, -0.8377580409572782, 1.5707963267948966, 26.694629166324976, 137.7266497464643, 128.0000995593085].png",0.903811277584579,0.110595774842442,0.028729548772634,0.434535077073166,0.682718368955694,0.156813476760875,-0.566113441802666,3.14159265358979,5.44542726622231,1.5707963267949,1.56188793760714,5.77975829569316,2.33639341571633
"capturas/raw/img_[3.141592653589793, -0.8377580409572782, 1.308996938995747, 18.003514615084264, 132.42338789218397, 54.68719186896069].png","capturas/raw1/img_[3.141592653589793, -0.8377580409572782, 1.308996938995747, 18.003514615084264, 132.42338789218397, 54.68719186896069].png","capturas/raw2/img_[3.141592653589793, -0.8377580409572782, 1.308996938995747, 18.003514615084264, 132.42338789218397, 54.68719186896069].png","capturas/deep/img_[3.141592653589793, -0.8377580409572782, 1.308996938995747, 18.003514615084264, 132.42338789218397, 54.68719186896069].png","capturas/deep1/img_[3.141592653589793, -0.8377580409572782, 1.308996938995747, 18.003514615084264, 132.42338789218397, 54.68719186896069].png","capturas/deep2/img_[3.141592653589793, -0.8377580409572782, 1.308996938995747, 18.003514615084264, 132.42338789218397, 54.68719186896069].png",0.888703289129804,0.104380956326468,0.011735674702875,-0.049456840576122,0.783909280985707,0.433057209936216,-0.442155756523604,3.14159265358979,5.44542726622231,1.30899693899575,5.43714400072562,0.476496441413161,4.42170941152406
"capturas/raw/img_[3.9269908169872414, -2.5132741228718345, -2.0, 111.48955299447613, 83.0711484909303, 56.03474390823346].png","capturas/raw1/img_[3.9269908169872414, -2.5132741228718345, -2.0, 111.48955299447613, 83.0711484909303, 56.03474390823346].png","capturas/raw2/img_[3.9269908169872414, -2.5132741228718345, -2.0, 111.48955299447613, 83.0711484909303, 56.03474390823346].png","capturas/deep/img_[3.9269908169872414, -2.5132741228718345, -2.0, 111.48955299447613, 83.0711484909303, 56.03474390823346].png","capturas/deep1/img_[3.9269908169872414, -2.5132741228718345, -2.0, 111.48955299447613, 83.0711484909303, 56.03474390823346].png","capturas/deep2/img_[3.9269908169872414, -2.5132741228718345, -2.0, 111.48955299447613, 83.0711484909303, 56.03474390823346].png",0.896706763612039,0.051603962180852,0.093546622313126,-0.312099330422187,0.93665059949778,-0.095905818178689,0.126813786513724,3.92699081698724,3.76991118430776,4.28318530717959,4.67540277242355,1.38973949759615,5.76926145079685
"capturas/raw/img_[3.9269908169872414, -2.5132741228718345, -2.0943951023931953, 105.64362356227494, 135.7582289360482, 123.03992354594696].png","capturas/raw1/img_[3.9269908169872414, -2.5132741228718345, -2.0943951023931953, 105.64362356227494, 135.7582289360482, 123.03992354594696].png","capturas/raw2/img_[3.9269908169872414, -2.5132741228718345, -2.0943951023931953, 105.64362356227494, 135.7582289360482, 123.03992354594696].png","capturas/deep/img_[3.9269908169872414, -2.5132741228718345, -2.0943951023931953, 105.64362356227494, 135.7582289360482, 123.03992354594696].png","capturas/deep1/img_[3.9269908169872414, -2.5132741228718345, -2.0943951023931953, 105.64362356227494, 135.7582289360482, 123.03992354594696].png","capturas/deep2/img_[3.9269908169872414, -2.5132741228718345, -2.0943951023931953, 105.64362356227494, 135.7582289360482, 123.03992354594696].png",0.892423063916822,0.120360323201292,0.107904077659549,0.194302758616647,0.897016803734473,0.395110632918474,-0.03866367244216,3.92699081698724,3.76991118430776,4.18879020478639,5.11265864740212,3.81133748527716,3.65940270953492
"capturas/raw/img_[3.9269908169872414, -2.5132741228718345, -1.832595714594046, 38.677763681854515, 132.42266697464225, 60.669399307813165].png","capturas/raw1/img_[3.9269908169872414, -2.5132741228718345, -1.832595714594046, 38.677763681854515, 132.42266697464225, 60.669399307813165].png","capturas/raw2/img_[3.9269908169872414, -2.5132741228718345, -1.832595714594046, 38.677763681854515, 132.42266697464225, 60.669399307813165].png","capturas/deep/img_[3.9269908169872414, -2.5132741228718345, -1.832595714594046, 38.677763681854515, 132.42266697464225, 60.669399307813165].png","capturas/deep1/img_[3.9269908169872414, -2.5132741228718345, -1.832595714594046, 38.677763681854515, 132.42266697464225, 60.669399307813165].png","capturas/deep2/img_[3.9269908169872414, -2.5132741228718345, -1.832595714594046, 38.677763681854515, 132.42266697464225, 60.669399307813165].png",0.903123604557424,0.117646007981267,-0.010066379504259,-0.074048723902005,0.838260527602299,0.407827123537524,-0.35427829690726,3.92699081698724,3.76991118430776,4.45058959258554,0.978651838777466,0.475775523871171,4.12073154319697
"capturas/raw/img_[3.9269908169872414, -2.5132741228718345, -1.5707963267948966, 30.490801465122015, 82.75309475783406, 130.50506231227885].png","capturas/raw1/img_[3.9269908169872414, -2.5132741228718345, -1.5707963267948966, 30.490801465122015, 82.75309475783406, 130.50506231227885].png","capturas/raw2/img_[3.9269908169872414, -2.5132741228718345, -1.5707963267948966, 30.490801465122015, 82.75309475783406, 130.50506231227885].png","capturas/deep/img_[3.9269908169872414, -2.5132741228718345, -1.5707963267948966, 30.490801465122015, 82.75309475783406, 130.50506231227885].png","capturas/deep1/img_[3.9269908169872414, -2.5132741228718345, -1.5707963267948966, 30.490801465122015, 82.75309475783406, 130.50506231227885].png","capturas/deep2/img_[3.9269908169872414, -2.5132741228718345, -1.5707963267948966, 30.490801465122015, 82.75309475783406, 130.50506231227885].png",0.881215908845835,0.05008614069586,-0.029954211386885,0.234564198261267,0.81582687676073,-0.248551581488151,-0.466506436599347,3.92699081698724,3.76991118430776,4.71238898038469,5.35806023640415,1.07168576449997,4.84135616868733
"capturas/raw/img_[3.9269908169872414, -2.5132741228718345, -1.308996938995747, 10.60857210914489, 149.23860920391294, 136.34711796358624].png","capturas/raw1/img_[3.9269908169872414, -2.5132741228718345, -1.308996938995747, 10.60857210914489, 149.23860920391294, 136.34711796358624].png","capturas/raw2/img_[3.9269908169872414, -2.5132741228718345, -1.308996938995747, 10.60857210914489, 149.23860920391294, 136.34711796358624].png","capturas/deep/img_[3.9269908169872414, -2.5132741228718345, -1.308996938995747, 10.60857210914489, 149.23860920391294, 136.34711796358624].png","capturas/deep1/img_[3.9269908169872414, -2.5132741228718345, -1.308996938995747, 10.60857210914489, 149.23860920391294, 136.34711796358624].png","capturas/deep2/img_[3.9269908169872414, -2.5132741228718345, -1.308996938995747, 10.60857210914489, 149.23860920391294, 136.34711796358624].png",0.886798131328777,0.131762752925661,-0.041688701727577,-0.541115986586065,-0.487249889149711,-0.089344098426282,0.679557699287543,3.92699081698724,3.76991118430776,4.97418836818384,4.3253868019658,4.72534713878301,4.40022651281474
"capturas/raw/img_[3.9269908169872414, -2.5132741228718345, 2.0, 173.442378898632, 144.19501688187188, 129.70235341730748].png","capturas/raw1/img_[3.9269908169872414, -2.5132741228718345, 2.0, 173.442378898632, 144.19501688187188, 129.70235341730748].png","capturas/raw2/img_[3.9269908169872414, -2.5132741228718345, 2.0, 173.442378898632, 144.19501688187188, 129.70235341730748].png","capturas/deep/img_[3.9269908169872414, -2.5132741228718345, 2.0, 173.442378898632, 144.19501688187188, 129.70235341730748].png","capturas/deep1/img_[3.9269908169872414, -2.5132741228718345, 2.0, 173.442378898632, 144.19501688187188, 129.70235341730748].png","capturas/deep2/img_[3.9269908169872414, -2.5132741228718345, 2.0, 173.442378898632, 144.19501688187188, 129.70235341730748].png",0.761564219697303,0.119182121313358,0.168447893379084,-0.082132349465128,0.727503950364884,0.535949069888168,0.420417499470271,3.92699081698724,3.76991118430776,2,3.79637560478366,5.96494012392159,4.03864727371534
"capturas/raw/img_[3.9269908169872414, -2.5132741228718345, 2.0943951023931953, 128.81097942946286, 33.54429858729604, 16.70577747148174].png","capturas/raw1/img_[3.9269908169872414, -2.5132741228718345, 2.0943951023931953, 128.81097942946286, 33.54429858729604, 16.70577747148174].png","capturas/raw2/img_[3.9269908169872414, -2.5132741228718345, 2.0943951023931953, 128.81097942946286, 33.54429858729604, 16.70577747148174].png","capturas/deep/img_[3.9269908169872414, -2.5132741228718345, 2.0943951023931953, 128.81097942946286, 33.54429858729604, 16.70577747148174].png","capturas/deep1/img_[3.9269908169872414, -2.5132741228718345, 2.0943951023931953, 128.81097942946286, 33.54429858729604, 16.70577747148174].png","capturas/deep2/img_[3.9269908169872414, -2.5132741228718345, 2.0943951023931953, 128.81097942946286, 33.54429858729604, 16.70577747148174].png",0.854170727755932,-0.010119307690801,0.176341363378153,-0.397720118256837,0.74724135155639,-0.532160066359568,-0.015960383144735,3.92699081698724,3.76991118430776,2.0943951023932,3.14727328587175,2.12837205139856,4.1394068571226
"capturas/raw/img_[3.9269908169872414, -2.5132741228718345, 1.832595714594046, 97.37647526333535, 54.05335419576581, 41.04122760071514].png","capturas/raw1/img_[3.9269908169872414, -2.5132741228718345, 1.832595714594046, 97.37647526333535, 54.05335419576581, 41.04122760071514].png","capturas/raw2/img_[3.9269908169872414, -2.5132741228718345, 1.832595714594046, 97.37647526333535, 54.05335419576581, 41.04122760071514].png","capturas/deep/img_[3.9269908169872414, -2.5132741228718345, 1.832595714594046, 97.37647526333535, 54.05335419576581, 41.04122760071514].png","capturas/deep1/img_[3.9269908169872414, -2.5132741228718345, 1.832595714594046, 97.37647526333535, 54.05335419576581, 41.04122760071514].png","capturas/deep2/img_[3.9269908169872414, -2.5132741228718345, 1.832595714594046, 97.37647526333535, 54.05335419576581, 41.04122760071514].png",0.907041706926095,0.013838785039081,0.119131373070235,-0.406716764195178,0.858255518732867,-0.305837916576249,-0.066649134064,3.92699081698724,3.76991118430776,1.83259571459405,3.1286956556421,3.78787173832961,3.34211575763765
"capturas/raw/img_[3.9269908169872414, -2.5132741228718345, 1.5707963267948966, 104.03419125193174, 92.99786850395549, 105.3572822486251].png","capturas/raw1/img_[3.9269908169872414, -2.5132741228718345, 1.5707963267948966, 104.03419125193174, 92.99786850395549, 105.3572822486251].png","capturas/raw2/img_[3.9269908169872414, -2.5132741228718345, 1.5707963267948966, 104.03419125193174, 92.99786850395549, 105.3572822486251].png","capturas/deep/img_[3.9269908169872414, -2.5132741228718345, 1.5707963267948966, 104.03419125193174, 92.99786850395549, 105.3572822486251].png","capturas/deep1/img_[3.9269908169872414, -2.5132741228718345, 1.5707963267948966, 104.03419125193174, 92.99786850395549, 105.3572822486251].png","capturas/deep2/img_[3.9269908169872414, -2.5132741228718345, 1.5707963267948966, 104.03419125193174, 92.99786850395549, 105.3572822486251].png",0.900456132355303,0.066127432575399,0.111771478493914,0.095932554005621,0.988501309520045,0.044708190532203,0.107996684478971,3.92699081698724,3.76991118430776,1.5707963267949,3.50322633705911,5.0332742034418,4.82631733375169
"capturas/raw/img_[3.9269908169872414, -2.5132741228718345, 1.308996938995747, 96.40147131287935, 169.04032438179803, 49.74894095290328].png","capturas/raw1/img_[3.9269908169872414, -2.5132741228718345, 1.308996938995747, 96.40147131287935, 169.04032438179803, 49.74894095290328].png","capturas/raw2/img_[3.9269908169872414, -2.5132741228718345, 1.308996938995747, 96.40147131287935, 169.04032438179803, 49.74894095290328].png","capturas/deep/img_[3.9269908169872414, -2.5132741228718345, 1.308996938995747, 96.40147131287935, 169.04032438179803, 49.74894095290328].png","capturas/deep1/img_[3.9269908169872414, -2.5132741228718345, 1.308996938995747, 96.40147131287935, 169.04032438179803, 49.74894095290328].png","capturas/deep2/img_[3.9269908169872414, -2.5132741228718345, 1.308996938995747, 96.40147131287935, 169.04032438179803, 49.74894095290328].png",0.894892941783828,0.142420319491034,0.163971084035497,-0.316517954682869,0.703196006700624,0.593122603403374,0.231381368860314,3.92699081698724,3.76991118430776,1.30899693899575,2.1536917051861,5.67750639512926,5.76664380264627
"capturas/raw/img_[3.9269908169872414, -2.303834612632515, -2.0, 153.0239787770005, 134.6073334455712, 93.8511824481683].png","capturas/raw1/img_[3.9269908169872414, -2.303834612632515, -2.0, 153.0239787770005, 134.6073334455712, 93.8511824481683].png","capturas/raw2/img_[3.9269908169872414, -2.303834612632515, -2.0, 153.0239787770005, 134.6073334455712, 93.8511824481683].png","capturas/deep/img_[3.9269908169872414, -2.303834612632515, -2.0, 153.0239787770005, 134.6073334455712, 93.8511824481683].png","capturas/deep1/img_[3.9269908169872414, -2.303834612632515, -2.0, 153.0239787770005, 134.6073334455712, 93.8511824481683].png","capturas/deep2/img_[3.9269908169872414, -2.303834612632515, -2.0, 153.0239787770005, 134.6073334455712, 93.8511824481683].png",0.815848340517338,0.11393579741083,0.149780272489851,-0.186608463050356,0.806227360097538,0.360773659228027,0.430136132120237,3.92699081698724,3.97935069454708,4.28318530717959,2.22753140469143,2.66044199480019,5.88658814765418
"capturas/raw/img_[3.9269908169872414, -2.303834612632515, -2.0943951023931953, 164.92323153402788, 25.628222104277537, 176.44638359631819].png","capturas/raw1/img_[3.9269908169872414, -2.303834612632515, -2.0943951023931953, 164.92323153402788, 25.628222104277537, 176.44638359631819].png","capturas/raw2/img_[3.9269908169872414, -2.303834612632515, -2.0943951023931953, 164.92323153402788, 25.628222104277537, 176.44638359631819].png","capturas/deep/img_[3.9269908169872414, -2.303834612632515, -2.0943951023931953, 164.92323153402788, 25.628222104277537, 176.44638359631819].png","capturas/deep1/img_[3.9269908169872414, -2.303834612632515, -2.0943951023931953, 164.92323153402788, 25.628222104277537, 176.44638359631819].png","capturas/deep2/img_[3.9269908169872414, -2.303834612632515, -2.0943951023931953, 164.92323153402788, 25.628222104277537, 176.44638359631819].png",0.781217888824061,-0.020750091723306,0.155750575875437,0.686892975877879,0.3166698612514,0.040078865779549,0.652910348503128,3.92699081698724,3.97935069454708,4.18879020478639,1.56041354735924,0.495480875559675,0.51719499528965
"capturas/raw/img_[3.9269908169872414, -2.303834612632515, -1.832595714594046, 166.83714325851827, 6.4140222962797955, 34.7258164751252].png","capturas/raw1/img_[3.9269908169872414, -2.303834612632515, -1.832595714594046, 166.83714325851827, 6.4140222962797955, 34.7258164751252].png","capturas/raw2/img_[3.9269908169872414, -2.303834612632515, -1.832595714594046, 166.83714325851827, 6.4140222962797955, 34.7258164751252].png","capturas/deep/img_[3.9269908169872414, -2.303834612632515, -1.832595714594046, 166.83714325851827, 6.4140222962797955, 34.7258164751252].png","capturas/deep1/img_[3.9269908169872414, -2.303834612632515, -1.832595714594046, 166.83714325851827, 6.4140222962797955, 34.7258164751252].png","capturas/deep2/img_[3.9269908169872414, -2.303834612632515, -1.832595714594046, 166.83714325851827, 6.4140222962797955, 34.7258164751252].png",0.752439042749095,-0.030325059861998,0.163872637121677,0.046854124034308,0.717226755707775,-0.675220329083608,0.165734664901769,3.92699081698724,3.97935069454708,4.45058959258554,3.47432527184926,0.130836989100732,3.30988993922734
"capturas/raw/img_[3.9269908169872414, -2.303834612632515, -1.5707963267948966, 113.25038001555217, 33.50556912069494, 161.07253146737787].png","capturas/raw1/img_[3.9269908169872414, -2.303834612632515, -1.5707963267948966, 113.25038001555217, 33.50556912069494, 161.07253146737787].png","capturas/raw2/img_[3.9269908169872414, -2.303834612632515, -1.5707963267948966, 113.25038001555217, 33.50556912069494, 161.07253146737787].png","capturas/deep/img_[3.9269908169872414, -2.303834612632515, -1.5707963267948966, 113.25038001555217, 33.50556912069494, 161.07253146737787].png","capturas/deep1/img_[3.9269908169872414, -2.303834612632515, -1.5707963267948966, 113.25038001555217, 33.50556912069494, 161.07253146737787].png","capturas/deep2/img_[3.9269908169872414, -2.303834612632515, -1.5707963267948966, 113.25038001555217, 33.50556912069494, 161.07253146737787].png",0.886783590270956,-0.007911348082992,0.13708018724319,0.546552000436663,0.679453936022756,-0.27987951936341,0.401610152116169,3.92699081698724,3.97935069454708,4.71238898038469,0.153044486319942,2.08964258479749,3.99289878788843
"capturas/raw/img_[3.9269908169872414, -2.303834612632515, -1.308996938995747, 73.12454295901658, 21.65561834640554, 102.456634497381].png","capturas/raw1/img_[3.9269908169872414, -2.303834612632515, -1.308996938995747, 73.12454295901658, 21.65561834640554, 102.456634497381].png","capturas/raw2/img_[3.9269908169872414, -2.303834612632515, -1.308996938995747, 73.12454295901658, 21.65561834640554, 102.456634497381].png","capturas/deep/img_[3.9269908169872414, -2.303834612632515, -1.308996938995747, 73.12454295901658, 21.65561834640554, 102.456634497381].png","capturas/deep1/img_[3.9269908169872414, -2.303834612632515, -1.308996938995747, 73.12454295901658, 21.65561834640554, 102.456634497381].png","capturas/deep2/img_[3.9269908169872414, -2.303834612632515, -1.308996938995747, 73.12454295901658, 21.65561834640554, 102.456634497381].png",0.935413110026112,-0.01245838959979,0.088024122192371,-0.03906804950244,0.819338468169951,-0.568053798793897,-0.066880817584839,3.92699081698724,3.97935069454708,4.97418836818384,4.00950458004166,2.80606242486726,1.9256695825077
"capturas/raw/img_[3.9269908169872414, -2.303834612632515, 2.0, 130.90587571788768, 58.64998144531293, 153.48347541269388].png","capturas/raw1/img_[3.9269908169872414, -2.303834612632515, 2.0, 130.90587571788768, 58.64998144531293, 153.48347541269388].png","capturas/raw2/img_[3.9269908169872414, -2.303834612632515, 2.0, 130.90587571788768, 58.64998144531293, 153.48347541269388].png","capturas/deep/img_[3.9269908169872414, -2.303834612632515, 2.0, 130.90587571788768, 58.64998144531293, 153.48347541269388].png","capturas/deep1/img_[3.9269908169872414, -2.303834612632515, 2.0, 130.90587571788768, 58.64998144531293, 153.48347541269388].png","capturas/deep2/img_[3.9269908169872414, -2.303834612632515, 2.0, 130.90587571788768, 58.64998144531293, 153.48347541269388].png",0.864375220257934,0.016417720910632,0.161101323790172,0.52983299875004,0.737209487951709,-0.025431721589137,0.418512116726066,3.92699081698724,3.97935069454708,2,5.2421695742968,2.10131368069715,2.687028040384
"capturas/raw/img_[3.9269908169872414, -2.303834612632515, 2.0943951023931953, 117.82430805103135, 94.48286034656945, 7.105725311048385].png","capturas/raw1/img_[3.9269908169872414, -2.303834612632515, 2.0943951023931953, 117.82430805103135, 94.48286034656945, 7.105725311048385].png","capturas/raw2/img_[3.9269908169872414, -2.303834612632515, 2.0943951023931953, 117.82430805103135, 94.48286034656945, 7.105725311048385].png","capturas/deep/img_[3.9269908169872414, -2.303834612632515, 2.0943951023931953, 117.82430805103135, 94.48286034656945, 7.105725311048385].png","capturas/deep1/img_[3.9269908169872414, -2.303834612632515, 2.0943951023931953, 117.82430805103135, 94.48286034656945, 7.105725311048385].png","capturas/deep2/img_[3.9269908169872414, -2.303834612632515, 2.0943951023931953, 117.82430805103135, 94.48286034656945, 7.105725311048385].png",0.885683320742062,0.067246788661156,0.138527902866942,-0.673633988619428,0.698500922926443,-0.122324044605949,0.208207920499748,3.92699081698724,3.97935069454708,2.0943951023932,4.72697252179895,0.235080738876228,0.822540003868873
"capturas/raw/img_[3.9269908169872414, -2.303834612632515, 1.832595714594046, 164.38562898883575, 32.90285785137793, 28.442175291285725].png","capturas/raw1/img_[3.9269908169872414, -2.303834612632515, 1.832595714594046, 164.38562898883575, 32.90285785137793, 28.442175291285725].png","capturas/raw2/img_[3.9269908169872414, -2.303834612632515, 1.832595714594046, 164.38562898883575, 32.90285785137793, 28.442175291285725].png","capturas/deep/img_[3.9269908169872414, -2.303834612632515, 1.832595714594046, 164.38562898883575, 32.90285785137793, 28.442175291285725].png","capturas/deep1/img_[3.9269908169872414, -2.303834612632515, 1.832595714594046, 164.38562898883575, 32.90285785137793, 28.442175291285725].png","capturas/deep2/img_[3.9269908169872414, -2.303834612632515, 1.832595714594046, 164.38562898883575, 32.90285785137793, 28.442175291285725].png",0.78409601367136,-0.015435698205499,0.177648332425067,-0.137974246745424,0.745800568951462,-0.589146376783224,0.278659586789881,3.92699081698724,3.97935069454708,1.83259571459405,1.02281100216729,1.4869313154805,3.30943406256743
"capturas/raw/img_[3.9269908169872414, -2.303834612632515, 1.5707963267948966, 96.4677762705262, 72.75775761514498, 154.12484414844977].png","capturas/raw1/img_[3.9269908169872414, -2.303834612632515, 1.5707963267948966, 96.4677762705262, 72.75775761514498, 154.12484414844977].png","capturas/raw2/img_[3.9269908169872414, -2.303834612632515, 1.5707963267948966, 96.4677762705262, 72.75775761514498, 154.12484414844977].png","capturas/deep/img_[3.9269908169872414, -2.303834612632515, 1.5707963267948966, 96.4677762705262, 72.75775761514498, 154.12484414844977].png","capturas/deep1/img_[3.9269908169872414, -2.303834612632515, 1.5707963267948966, 96.4677762705262, 72.75775761514498, 154.12484414844977].png","capturas/deep2/img_[3.9269908169872414, -2.303834612632515, 1.5707963267948966, 96.4677762705262, 72.75775761514498, 154.12484414844977].png",0.907536977898053,0.037847046234474,0.106909663526653,0.501694969673426,0.850554080566665,-0.096403487749372,0.124764902859465,3.92699081698724,3.97935069454708,1.5707963267949,2.21999666283295,3.64271923617007,3.32839677613997
"capturas/raw/img_[3.9269908169872414, -2.303834612632515, 1.308996938995747, 127.17466921910322, 166.90348707047605, 162.0277071199453].png","capturas/raw1/img_[3.9269908169872414, -2.303834612632515, 1.308996938995747, 127.17466921910322, 166.90348707047605, 162.0277071199453].png","capturas/raw2/img_[3.9269908169872414, -2.303834612632515, 1.308996938995747, 127.17466921910322, 166.90348707047605, 162.0277071199453].png","capturas/deep/img_[3.9269908169872414, -2.303834612632515, 1.308996938995747, 127.17466921910322, 166.90348707047605, 162.0277071199453].png","capturas/deep1/img_[3.9269908169872414, -2.303834612632515, 1.308996938995747, 127.17466921910322, 166.90348707047605, 162.0277071199453].png","capturas/deep2/img_[3.9269908169872414, -2.303834612632515, 1.308996938995747, 127.17466921910322, 166.90348707047605, 162.0277071199453].png",0.832359313938267,0.137486511057323,0.194188043988343,0.256832570024373,0.724904108698033,0.615585007180932,-0.172064415558354,3.92699081698724,3.97935069454708,1.30899693899575,1.5109630755118,3.54066908380728,4.94807444045539
"capturas/raw/img_[3.9269908169872414, -2.0943951023931957, -2.0, 52.047741427963764, 137.1862397192486, 121.15833066756092].png","capturas/raw1/img_[3.9269908169872414, -2.0943951023931957, -2.0, 52.047741427963764, 137.1862397192486, 121.15833066756092].png","capturas/raw2/img_[3.9269908169872414, -2.0943951023931957, -2.0, 52.047741427963764, 137.1862397192486, 121.15833066756092].png","capturas/deep/img_[3.9269908169872414, -2.0943951023931957, -2.0, 52.047741427963764, 137.1862397192486, 121.15833066756092].png","capturas/deep1/img_[3.9269908169872414, -2.0943951023931957, -2.0, 52.047741427963764, 137.1862397192486, 121.15833066756092].png","capturas/deep2/img_[3.9269908169872414, -2.0943951023931957, -2.0, 52.047741427963764, 137.1862397192486, 121.15833066756092].png",0.915594559278632,0.123366927889627,0.021749193390814,0.340919879552352,0.797568506292917,0.257128281966029,-0.426078819127275,3.92699081698724,4.18879020478639,4.28318530717959,1.78225897052766,5.23934826847822,1.77780983114891
"capturas/raw/img_[3.9269908169872414, -2.0943951023931957, -2.0943951023931953, 82.07677363910896, 92.21923385597016, 94.77589948415297].png","capturas/raw1/img_[3.9269908169872414, -2.0943951023931957, -2.0943951023931953, 82.07677363910896, 92.21923385597016, 94.77589948415297].png","capturas/raw2/img_[3.9269908169872414, -2.0943951023931957, -2.0943951023931953, 82.07677363910896, 92.21923385597016, 94.77589948415297].png","capturas/deep/img_[3.9269908169872414, -2.0943951023931957, -2.0943951023931953, 82.07677363910896, 92.21923385597016, 94.77589948415297].png","capturas/deep1/img_[3.9269908169872414, -2.0943951023931957, -2.0943951023931953, 82.07677363910896, 92.21923385597016, 94.77589948415297].png","capturas/deep2/img_[3.9269908169872414, -2.0943951023931957, -2.0943951023931953, 82.07677363910896, 92.21923385597016, 94.77589948415297].png",0.911743575554315,0.065782378109118,0.051428671281354,0.009408323913637,0.994190346165356,0.011198418418581,-0.106637865965467,3.92699081698724,4.18879020478639,4.18879020478639,0.395364645774919,4.25463955545654,0.528119876459257
